A,9
B,7
C,7
D,24
E,29
F,27
G,23
H,14
I,7
J,13
K,15
L,18
M,16
N,15
O,3
P,15
Q,24
R,11
S,4
T,13
U,20
V,16
W,8
X,7
Y,6
Z,18
